type,title,location,bedroom,bathroom,size_sqm,price,type_encoded,location_complexity,location_encoded,room_density,bed_bath_ratio,size_category
Villa,semi finished Villa For sale-Etoile de Ville,"Étoile De Ville, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,360.0,6250000.0,8,5,802,0.008333333333333333,0.75,4
Apartment,Apartment for sale in best location of Madinaty ,"Madinaty, Cairo",2.0,2,96.0,1500000.0,3,2,467,0.020833333333333332,0.6666666666666666,1
Villa,for sale standalone golf view special finished ,"Madinaty, Cairo",4.0,5,850.0,15000000.0,8,2,467,0.004705882352941176,0.6666666666666666,4
Twin House,For sale twin house lakes view type H ,"Madinaty, Cairo",3.0,3,460.0,9000000.0,5,2,467,0.006521739130434782,0.75,4
Villa,Villa for sale West Golf Prime Location 1450m,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6.0,4,870.0,23500000.0,8,5,784,0.006896551724137931,1.2,4
Apartment,Apartment for sale immediate delivery in New Cairo,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,152.0,2550000.0,3,4,347,0.019736842105263157,1.0,2
Villa,Amazing View villa at Dyar New Cairo For Sale,"Dyar Park, Ext North Inves Area, New Cairo City, Cairo",5.0,7,660.0,13800000.0,8,4,287,0.007575757575757576,0.625,4
Villa,Madinaty Villa F3-Villas Four Season 200mtr- Sale ,"Madinaty, Cairo",3.0,4,200.0,2850000.0,8,2,467,0.015,0.6,2
Apartment,Apartment 3 rooms ready for immediate housing     ,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,160.0,2800000.0,3,4,347,0.01875,1.0,2
Duplex,Duplex For Sale- View wide garden- CFC,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",4.0,4,370.0,10750000.0,5,4,242,0.010810810810810811,0.8,4
Townhouse,Townhouse corner 80% finished with perfect price ,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,5,,5700000.0,6,5,754,,0.5,
Apartment,with 20% dis duplex for sale in Atika ,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,193.0,2753398.0,3,5,396,0.015544041450777202,0.75,2
Duplex,PentHouse|175m|3BR|Ready To Move|Special Price,"Atika, New Capital Compounds, New Capital City, Cairo",3.0,3,228.0,6899000.0,5,4,219,0.013157894736842105,0.75,3
Apartment,For Sale Apartment in Lake View Residence ,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,175.0,2480000.0,3,5,663,0.017142857142857144,0.75,2
Apartment,apartment m v i city view low price173 m          ,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,215.0,4500000.0,3,5,450,0.013953488372093023,0.75,3
Apartment,3 Bedrooms | Duplex with garden | Prime location,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,173.0,2130000.0,3,5,535,0.017341040462427744,0.75,2
Duplex,Apartment For Sale|3brm|CONDO|210m| NEW CAPITAL|,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,236.0,6500000.0,5,5,291,0.012711864406779662,0.6,3
Apartment,with 15% DP own your villa in patio 5 east Shorouk,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3.0,3,210.0,2600000.0,3,4,482,0.014285714285714285,0.75,3
Villa,Ground floor apartment | lagoon view,"Al Patio 5 East, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3.0,4,281.0,6500000.0,8,5,149,0.010676156583629894,0.6,3
Apartment,North Family House corner for sale in Les rois ,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",3.0,4,195.0,4750000.0,3,4,585,0.015384615384615385,0.6,2
Townhouse,Penthouse For Sale In ( West Arabella New Cairo ),"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3.0,3,245.0,3500000.0,6,4,90,0.012244897959183673,0.75,3
Villa,Prime location apartment for sale at One Kattameya,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7.0,5,540.0,10000000.0,8,5,457,0.012962962962962963,1.1666666666666667,4
Apartment,Standalone villa 330m for sale in madinaty City ,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,157.0,2430000.0,3,5,396,0.01910828025477707,0.75,2
Twin House,Twin House Fully Finished For Sale in El Patio 2,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,6,313.0,13500000.0,5,5,776,0.01597444089456869,0.7142857142857143,4
Apartment,بمقدم 270 الف امتلك شقة غرفتين في العاصمة الادارية,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,160.0,3564089.0,3,5,535,0.01875,0.75,2
Villa,TERENCIA|UpTown Cairo|Villa 720 SQM|FIRST ROW GOLF,"Madinaty, Cairo",3.0,3,,10300000.0,8,2,467,,0.75,
Twin House,Luxurious Finishing | Behind Concord Plaza Mall,"Al Patio 2, North Investors Area, New Cairo City, Cairo",4.0,4,420.0,14500000.0,5,4,146,0.009523809523809525,0.8,4
Apartment,fully finished apartment for sale at fifth square,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2.0,1,120.0,1080000.0,3,4,482,0.016666666666666666,1.0,2
Apartment,for sale 395 sqm twin house layan sabour ,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,187.0,3600000.0,3,5,776,0.016042780748663103,0.75,2
Villa,twin house for sale near 4 season with facilities,"Terencia, Uptown Cairo, Mokattam, Cairo",7.0,7,720.0,47000000.0,8,4,739,0.009722222222222222,0.875,4
Villa,Book your apartment at stone residence with 10% DP,"Al Guezira Green Park, South Investors Area, New Cairo City, Cairo",6.0,6,,,8,4,98,,0.8571428571428571,
Apartment,For sale apartment 119 sqm - 3bedrooms-3 Bathrooms,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,3,160.0,2798100.0,3,4,347,0.01875,0.75,2
Twin House,Apartment in Palm Hills with Garden | New Cairo ,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,485.0,7499999.0,5,5,452,0.008247422680412371,1.0,4
Twin House,Villa for sale with furniture in Katameya Gardens,"Madinaty, Cairo",4.0,4,380.0,4100000.0,5,2,467,0.010526315789473684,0.8,4
Apartment,Immediate delivery of an apartment for sale,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,160.0,5450000.0,3,5,776,0.01875,0.75,2
Apartment,resale villa at the marq ville under market price,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,140.0,2933000.0,3,5,663,0.014285714285714285,0.6666666666666666,2
Apartment,for sale twin house not back to back modern ,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3.0,3,119.0,2350000.0,3,4,319,0.025210084033613446,0.75,2
Apartment,Instant Delivery apartment 210m² ElNarges 5,"The Village, South Investors Area, New Cairo City, Cairo",2.0,2,150.0,3100000.0,3,4,756,0.013333333333333334,0.6666666666666666,2
Apartment,FOR SALE STANDALONE VILLA FULLY FUNISHED AT MIVIDA,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,180.0,3750000.0,3,5,731,0.016666666666666666,0.75,2
Apartment,Prime location ground floor apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,185.0,5500000.0,3,5,449,0.016216216216216217,0.75,2
Apartment,للبيع فيلا بسعر لقطة وموقع فوق المتميز,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,3,160.0,,3,5,776,0.0125,0.5,2
Apartment,Spacious Floor Apartment at Green Square,"IL Bosco, New Capital Compounds, New Capital City, Cairo",4.0,3,250.0,5000000.0,3,4,399,0.016,1.0,3
Villa,For sale villa wide garden with air conditioners ,"New Maryland, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8.0,7,500.0,10000000.0,8,5,554,0.016,1.0,4
Apartment,"villa Mivida,for sale 270m semi finished 4 bedroom","Green Square, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,2,205.0,2488000.0,3,4,377,0.014634146341463415,1.0,3
Villa,Prime Location Apartment Odyssia with Instalments,"Madinaty, Cairo",5.0,6,720.0,22000000.0,8,2,467,0.006944444444444444,0.7142857142857143,4
Villa,Fully finished villa for sale at Katameya Heights ,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,270.0,15887500.0,8,5,488,0.014814814814814815,1.0,3
Apartment,Twin House for sale in Tag Sultan 350 m,"The City of Odyssia, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,3,184.0,2700000.0,3,4,745,0.016304347826086956,0.75,2
Villa,Apartment For Sale in  Mivida ,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4.0,4,950.0,33000000.0,8,5,425,0.004210526315789474,0.8,4
Villa,Ready To Move|Fully Finished|Inst. up to 10 yrs,"Tag Sultan, Ring Road, Cairo",5.0,4,350.0,8000000.0,8,3,727,0.014285714285714285,1.0,4
Apartment,Ready to move | 159M | Al Maqsed | Fully Finished.,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,202.0,8000000.0,3,5,488,0.01485148514851485,0.6,3
Apartment,Apartment for sale in Mountain View ERK 154 m     ,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3.0,3,167.0,2200000.0,3,4,120,0.017964071856287425,0.75,2
Townhouse,apartment for sale in new Cairo,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4.0,4,200.0,5900000.0,6,4,90,0.02,0.8,2
Apartment,"Villa for sale in Katameya Hills, fully finished, ","Al Maqsad, New Capital Compounds, New Capital City, Cairo",3.0,3,159.0,3000000.0,3,4,120,0.018867924528301886,0.75,2
Apartment,Crescent I Mivida I Ready to move I Apartment,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",3.0,3,154.0,3500000.0,3,4,533,0.01948051948051948,0.75,2
Apartment,"Apt 160m Ready to move, installments 9 years","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,220.0,2200000.0,3,5,663,0.01818181818181818,1.0,3
Villa,Villa For Sale River Walk New Cairo Lagoon View,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,5,420.0,20000000.0,8,5,428,0.009523809523809525,0.6666666666666666,4
Apartment,apartment for sale  in eastown prime location,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,116.0,2595000.0,3,5,535,0.017241379310344827,0.6666666666666666,2
Apartment,Apartment for sale in Madinaty b11 wide garden ,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,210.0,9737500.0,3,5,488,0.014285714285714285,0.75,3
Apartment,"137|2BR|FullyFinished|Ready to move|5%Dp= 90,000","Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,160.0,3597000.0,3,5,535,0.01875,0.75,2
Apartment,Book your apartment at stone residence with 10% DP,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,140.0,2933000.0,3,5,663,0.014285714285714285,0.6666666666666666,2
Villa,villa in mountain view 2 for sale with huge garden,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6.0,8,930.0,26000000.0,8,5,530,0.0064516129032258064,0.6666666666666666,4
Duplex,Lowest Price Duplex 224 m at Green Square compound,"Green Square, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4.0,4,223.0,2700000.0,5,4,377,0.017937219730941704,0.8,3
Apartment,"Apartment 3BR 0% Down Payment, Installment Over 8Y","JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,151.0,2700000.0,3,5,416,0.019867549668874173,0.75,2
Apartment,استلم فوري شقة 170م فيو مفتوح علي جاردن ببالم هيلز,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3.0,3,177.0,2180000.0,3,4,90,0.01694915254237288,0.75,2
Apartment,villa for sale with dressing room & kitchen ,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,170.0,3350000.0,3,5,583,0.011764705882352941,0.6666666666666666,2
Villa,mountain view 1/ standalone (580m) fully finished,"IL Bosco, New Capital Compounds, New Capital City, Cairo",3.0,3,393.0,1140000.0,8,4,399,0.007633587786259542,0.75,4
Villa,Apartment 180 SQM For Sale In ( Masaken Sheraton ),"Madinaty, Cairo",3.0,4,590.0,11000000.0,8,2,467,0.005084745762711864,0.6,4
Apartment,Twin house ready to move in Patio 5 prime location,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,1,128.0,2030000.0,3,5,731,0.015625,1.0,2
Villa,Apartment in il bosco city mostakbal city dp 10%,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6.0,6,580.0,15500000.0,8,5,529,0.010344827586206896,0.8571428571428571,4
Apartment,For sale town house classic near 4 season area ,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3.0,2,180.0,3500000.0,3,4,476,0.016666666666666666,1.0,2
Villa,Penthouse For Sale at Cairo Festival City,"Al Patio 5, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3.0,4,260.0,5700000.0,8,5,150,0.011538461538461539,0.6,3
Apartment,I villa finished with ACs in Mountain View Hyde ,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2.0,2,129.0,1925752.0,3,4,398,0.015503875968992248,0.6666666666666666,2
Townhouse,apartment for sale  in eastown prime location,"Madinaty, Cairo",3.0,3,200.0,4500000.0,6,2,467,0.015,0.75,2
Penthouse,villa finished with pool lake view new cairo,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3.0,3,263.0,7700000.0,7,4,242,0.011406844106463879,0.75,3
Villa,hot offer|Apartment For Sale|New Capital|210M|3brm,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,409.0,25151748.0,8,5,535,0.009779951100244499,0.8,4
iVilla,Apartment For Sale With Nile View IN Zamlek,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,278.0,4200000.0,6,5,534,0.01079136690647482,0.75,3
Apartment,"Apartment for sale at VGK ,Palm Hills New Cairo","Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,160.0,3900000.0,3,5,291,0.01875,0.75,2
Villa,Apartment In Palm Hills Capital Garden New Cairo ,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,6,,30000000.0,8,5,450,,0.7142857142857143,
Apartment,Receive and live now apartment 125 m in Galleria,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3.0,3,210.0,1890000.0,3,4,482,0.014285714285714285,0.75,3
Apartment,For Sale Apartment in 90 Avenue,"Abou Al Feda St., Zamalek, Cairo",4.0,3,180.0,6500000.0,3,3,56,0.022222222222222223,1.0,2
Apartment,MIDTOWN CASH OFFER|ON 2 YEARS |CONDO|NEW CAPITAL |,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",2.0,1,120.0,1080000.0,3,4,482,0.016666666666666666,1.0,2
Townhouse,Fully Finished Apartment For Sale At Hyde Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,247.0,2456179.0,6,5,396,0.016194331983805668,0.8,3
Apartment,Pay 5% and receive your Apartment in Fifth Square ,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,160.0,3900000.0,3,5,776,0.0125,0.6666666666666666,2
Apartment,Twin House For Sale In Mivida With Swimming Pool,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1.0,2,111.0,1800000.0,3,5,396,0.009009009009009009,0.3333333333333333,2
Townhouse,A ground floor apartment with a garden (174-182)m,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,275.0,4200000.0,6,5,535,0.014545454545454545,0.8,3
Apartment,Apartment with garden in stone residence for sale ,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,132.0,3588000.0,3,4,347,0.022727272727272728,1.0,2
Twin House,villa 387m FULLY FINISH +pool READY 2 Move 5%DP,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,320.0,10500000.0,5,5,488,0.0125,1.0,4
Villa,Apartment Ground Floor For Sale in New Cairo .,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,414.0,11025000.0,8,5,396,0.00966183574879227,1.0,4
Apartment,Spacious Floor Apartment at Green Square,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,182.0,5144000.0,3,5,272,0.016483516483516484,1.0,2
Apartment,Apartment for sale 210m in Cairo Festival City,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,3,128.0,2420000.0,3,5,663,0.015625,0.5,2
Villa,Delivered Now Twin House Prime Location In Patio 5,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",4.0,4,387.0,4700000.0,8,4,120,0.0103359173126615,0.8,4
Apartment,Hyde Park Apartment ground floor,"The Village, South Investors Area, New Cairo City, Cairo",2.0,2,155.0,3500000.0,3,4,756,0.012903225806451613,0.6666666666666666,2
Apartment,Village Gardens Katameya Apartment 164m for Sale,"Green Square, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,2,165.0,2068000.0,3,4,377,0.01818181818181818,1.0,2
Apartment,FULLY FINISHED|TOWN HOUSE|4BR|REPORTAJ,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3.0,4,210.0,5900000.0,3,4,242,0.014285714285714285,0.6,3
Villa,"Apartment for sale in Sarai , New cairo","Al Patio 5, El Patio, El Shorouk Compounds, Shorouk City, Cairo",4.0,5,260.0,5700000.0,8,5,150,0.015384615384615385,0.6666666666666666,3
Apartment,Apartment in District 5 10% down payment,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,192.0,3250000.0,3,5,396,0.015625,0.75,2
Apartment,Almrasem Ground Apart. Landscape water featur View,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,164.0,2850000.0,3,5,774,0.012195121951219513,0.6666666666666666,2
Townhouse,In installments-Ground Apartment-Oia-New Capital ,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4.0,4,218.0,3870000.0,6,4,516,0.01834862385321101,0.8,3
Apartment,Apartment for sale in Mivida 233 m Fully Finished,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,3,153.0,2272661.0,3,4,632,0.0196078431372549,0.75,2
Townhouse,Prime Location Apartment | Village Garden Kattamya,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4.0,4,220.0,4850000.0,6,4,90,0.01818181818181818,0.8,3
Apartment,For sale apartment very nice view 175m Andalus 1,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,2,175.0,1400000.0,3,4,84,0.017142857142857144,1.0,2
Villa,hot price villa on lakes prime location /lake view,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6.0,6,800.0,25000000.0,8,5,450,0.0075,0.8571428571428571,4
Apartment,Move in by 2023|Installments over 6 yrs.|MV Icity,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,115.0,2688000.0,3,5,535,0.017391304347826087,0.6666666666666666,2
Villa,"Villa for sale in Hay El Narges, Fifth Settlement ","Al Narges 3, Al Narges, New Cairo City, Cairo",8.0,8,600.0,15000000.0,8,4,130,0.013333333333333334,0.8888888888888888,4
Apartment,In installments-Apartment 102 M-Regents park,"Regents Park, Al Andalus District, New Cairo City, Cairo",1.0,2,102.0,2337416.0,3,4,605,0.00980392156862745,0.3333333333333333,2
Apartment,Delivered Garden Villa 215m District 5 New Cairo,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,215.0,7000000.0,3,5,272,0.013953488372093023,0.6,3
Townhouse,Galleria Moon Valley Penthouse for sale,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,197.0,5000000.0,6,5,396,0.015228426395939087,0.75,2
Penthouse,Apartment For Sale In El Maadi Sarayat,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3.0,3,200.0,3850000.0,7,4,355,0.015,0.75,2
Apartment,Fully finished apartment in New Cairo,"Street 15, Maadi, Hay El Maadi, Cairo",4.0,4,350.0,,3,4,673,0.011428571428571429,0.8,4
Apartment,With 30% Discount  apt. ready to move - golden sq.,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,187.0,1600000.0,3,4,347,0.016042780748663103,1.0,2
Apartment,Villa for sale in Al-Rehab city model ((Y)),"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",2.0,1,125.0,1659000.0,3,4,355,0.016,1.0,2
Villa,Finished penthouse 170mtr for sale in Fifth Square,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",7.0,6,650.0,12000000.0,8,4,319,0.010769230769230769,1.0,4
Apartment,for sale in the Orchid district in El Shorouk,"Sodic East, 6th District, New Heliopolis, Cairo",3.0,2,188.0,4100000.0,3,4,651,0.015957446808510637,1.0,2
Penthouse,Own your unit and installmentss  over 10 years ...,"Fifth Square, North Investors Area, New Cairo City, Cairo",4.0,3,170.0,4200000.0,7,4,347,0.023529411764705882,1.0,2
Apartment,Pay10% d.p and own apartment 128m Stone Residence,"1st Neighborhood, 1st Area, Shorouk City, Cairo",3.0,2,175.0,1100000.0,3,4,4,0.017142857142857144,1.0,2
Twin House,for sale town house modern special location ,"R7, New Capital City, Cairo",4.0,5,330.0,10710000.0,5,3,599,0.012121212121212121,0.6666666666666666,4
Apartment,Town house for sale garden view with facilities ,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,1,128.0,2420000.0,3,5,663,0.015625,1.0,2
Townhouse, شقة للبيع بالتقسيط حتى 2027-الطابق 2- بوليفارد ,"Madinaty, Cairo",3.0,3,220.0,4300000.0,6,2,467,0.013636363636363636,0.75,3
Townhouse,Awesome flat for sale at Zamalek ,"Madinaty, Cairo",3.0,3,250.0,4500000.0,6,2,467,0.012,0.75,3
Apartment,Awesome apartment for sale in El-Zamalek ElBaharia,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,3,238.0,8582471.0,3,5,488,0.02100840336134454,1.25,3
Apartment,Apartment at Lake view residence for sale,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",3.0,2,180.0,3500000.0,3,3,227,0.016666666666666666,1.0,2
Apartment,189m|3Bedroom|Prime Location|5%Dp|Fully Finished,"Al Adel Abu Bakr St., Zamalek, Cairo",2.0,2,100.0,2500000.0,3,3,80,0.02,0.6666666666666666,1
Apartment,For Sale Family House - Palm Hills New Cairo,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,1,157.0,2700000.0,3,5,449,0.012738853503184714,1.0,2
Townhouse,for sale town house modern special location ,"Madinaty, Cairo",3.0,3,220.0,4300000.0,6,2,467,0.013636363636363636,0.75,3
Townhouse,Town house for sale garden view with facilities ,"Madinaty, Cairo",3.0,3,250.0,4500000.0,6,2,467,0.012,0.75,3
Apartment, شقة للبيع بالتقسيط حتى 2027-الطابق 2- بوليفارد ,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,3,238.0,8582471.0,3,5,488,0.02100840336134454,1.25,3
Apartment,Awesome flat for sale at Zamalek ,"Bahgat Ali St. (Ebn Al Nabeh), Zamalek, Cairo",3.0,2,180.0,3500000.0,3,3,227,0.016666666666666666,1.0,2
Apartment,Awesome apartment for sale in El-Zamalek ElBaharia,"Al Adel Abu Bakr St., Zamalek, Cairo",2.0,2,100.0,2500000.0,3,3,80,0.02,0.6666666666666666,1
Apartment,Apartment at Lake view residence for sale,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,1,157.0,2700000.0,3,5,449,0.012738853503184714,1.0,2
Apartment,189m|3Bedroom|Prime Location|5%Dp|Fully Finished,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3.0,3,189.0,2500000.0,3,4,120,0.015873015873015872,0.75,2
Villa,For Sale Family House - Palm Hills New Cairo,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,5,252.0,4950000.0,8,5,583,0.011904761904761904,0.5,3
Villa,katameya Heights luxury villa golf view 950 sq/m .,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5.0,5,950.0,48000000.0,8,5,427,0.005263157894736842,0.8333333333333334,4
iVilla, Family House Roof Corner DEVILRY installments,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,250.0,4200000.0,6,5,583,0.012,0.6,3
Apartment,Apartment for sale  Palm hills new cairo ,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,205.0,2600000.0,3,5,583,0.01951219512195122,1.0,3
Villa,Twin house Al Patio 3 New cairo,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,372.0,10100000.0,8,5,396,0.008064516129032258,0.6,4
Twin House,In installments apartment-Prime location-Marasem,"Al Patio 3, Ext North Inves Area, New Cairo City, Cairo",3.0,3,388.0,9360000.0,5,4,147,0.007731958762886598,0.75,4
Apartment,For sale villa in Stella Heliopolis fully finished,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,160.0,3997000.0,3,4,347,0.01875,1.0,2
Townhouse,apartment very prime location 224m (uptown cairo),"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,145.0,4200000.0,6,5,731,0.020689655172413793,0.75,2
Villa,Luxious Apartment 3bedrooms sale at Cairo Festival,"Stella Heliopolis, Cairo - Ismailia Desert Road, Cairo",4.0,3,425.0,3500000.0,8,3,660,0.009411764705882352,1.0,4
Apartment,luxury finished villa for sale-Jacuzzi-Arabella,"Fountain Side, Uptown Cairo, Mokattam, Cairo",4.0,4,224.0,1700000.0,3,4,353,0.017857142857142856,0.8,3
Apartment,villa resale at azzar  without over price ,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3.0,3,200.0,6500000.0,3,4,242,0.015,0.75,2
Villa,for sale classic town house near 4 season area,"Arabella, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6.0,5,820.0,30000000.0,8,5,205,0.007317073170731708,1.0,4
Villa,Villa 600m in mountain view2  with private parking,"Azzar 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,5,500.0,4200000.0,8,5,222,0.01,0.8333333333333334,4
Townhouse,For sale town house classic near 4 season area ,"Madinaty, Cairo",3.0,3,200.0,3800000.0,6,2,467,0.015,0.75,2
Villa,In installments apartment-Garden-Fifth Square,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6.0,6,800.0,18250000.0,8,5,530,0.0075,0.8571428571428571,4
Townhouse,Villa at Cairo Festival / prime location for sale,"Madinaty, Cairo",3.0,3,200.0,4500000.0,6,2,467,0.015,0.75,2
